description_label,element_type,image_path,bb,bb_x,bb_y,bb_width,bb_height,label_path
the 'hot' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_8b953339-04ee-496b-9b2c-766a6ab11da7.jpeg,"[0.0, 0.29718017578125, 0.018097066081710994, 0.078125, 0.005758157389635317]",0.29718017578125,0.0180970660817109,0.078125,0.0057581573896353,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_8b953339-04ee-496b-9b2c-766a6ab11da7.pickle
the button with the 3 bars in the upper left hand corner,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_f31a834a-d408-4bd9-aa3c-3adedd06aa87.jpeg,"[0.0, 0.016406249999999997, 0.004170761793966624, 0.021875, 0.004620807926829268]",0.0164062499999999,0.0041707617939666,0.021875,0.0046208079268292,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_f31a834a-d408-4bd9-aa3c-3adedd06aa87.pickle
the 'browse' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_e8f225b0-6a65-4be7-b55c-ac6bb948342b.jpeg,"[0.0, 0.15384521484375, 0.00417201540436457, 0.0613037109375, 0.004813863928112966]",0.15384521484375,0.0041720154043645,0.0613037109375,0.0048138639281129,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_e8f225b0-6a65-4be7-b55c-ac6bb948342b.pickle
the 'all boardgames' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_81a5ab15-3dc0-4432-9635-2b2f3c610e0a.jpeg,"[0.0, 0.176318359375, 0.010590500641848525, 0.0828125, 0.0033697047496790756]",0.176318359375,0.0105905006418485,0.0828125,0.003369704749679,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_81a5ab15-3dc0-4432-9635-2b2f3c610e0a.pickle
the 'Brass: Birmingham' link,link,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_9d47fdbf-6fef-4874-949f-f77ff9035d30.jpeg,"[0.0, 0.34139404296875003, 0.024254555494202096, 0.0953125, 0.0018774157923799005]",0.34139404296875,0.024254555494202,0.0953125,0.0018774157923799,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_9d47fdbf-6fef-4874-949f-f77ff9035d30.pickle
the 'add to collection' button ,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_d9b4ec7e-4fec-47d3-abae-5689597f62ff.jpeg,"[0.0, 0.45078124999999997, 0.09415947918394427, 0.115625, 0.004644219605241333]",0.4507812499999999,0.0941594791839442,0.115625,0.0046442196052413,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_d9b4ec7e-4fec-47d3-abae-5689597f62ff.pickle
the 'browse' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_919b0334-f0fd-47f3-802f-b617e2f46d69.jpeg,"[0.0, 0.153125, 0.004312489633438381, 0.059375, 0.0044783546193398575]",0.153125,0.0043124896334383,0.059375,0.0044783546193398,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_919b0334-f0fd-47f3-802f-b617e2f46d69.pickle
the 'browse' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_da310c1a-e133-48ed-adc8-e47fc9801d2e.jpeg,"[0.0, 0.153125, 0.004312489633438381, 0.059375, 0.0044783546193398575]",0.153125,0.0043124896334383,0.059375,0.0044783546193398,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_da310c1a-e133-48ed-adc8-e47fc9801d2e.pickle
the 'all boardgames' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_3811aabc-746e-4abe-a2f3-9004093eef86.jpeg,"[0.0, 0.1775390625, 0.010514285121910764, 0.106640625, 0.004063692154586167]",0.1775390625,0.0105142851219107,0.106640625,0.0040636921545861,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_3811aabc-746e-4abe-a2f3-9004093eef86.pickle
"the 'pandemic legacy: season 1"" link",link,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_e0d860e8-12be-45b9-80de-d51f593136c6.jpeg,"[0.0, 0.36326904296875, 0.03292379900607399, 0.1390625, 0.0018774157923799005]",0.36326904296875,0.0329237990060739,0.1390625,0.0018774157923799,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_e0d860e8-12be-45b9-80de-d51f593136c6.pickle
the 'add to collection' button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_df144fa3-5f91-4565-acb5-5bc0639f477d.jpeg,"[0.0, 0.45078124999999997, 0.09661212045793927, 0.115625, 0.004645760743321719]",0.4507812499999999,0.0966121204579392,0.115625,0.0046457607433217,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_df144fa3-5f91-4565-acb5-5bc0639f477d.pickle
the 'username' textfield,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_4bda0bde-de98-4320-99da-5375102b0c9f.jpeg,"[0.0, 0.5, 0.020208540733366517, 0.39296875, 0.005807200929152149]",0.5,0.0202085407333665,0.39296875,0.0058072009291521,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_4bda0bde-de98-4320-99da-5375102b0c9f.pickle
the 'password' textfield,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/d2171cc3-2514-4271-b255-d026f0563b2d_112a7b90-cb74-4112-84e9-19b36dc9d000.jpeg,"[0.0, 0.5, 0.026845341795254687, 0.39296875, 0.005807200929152149]",0.5,0.0268453417952546,0.39296875,0.0058072009291521,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/d2171cc3-2514-4271-b255-d026f0563b2d_112a7b90-cb74-4112-84e9-19b36dc9d000.pickle
the 'standings' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/ae088c6f-2c7a-466c-9974-33aff8761414_2ef9ddb0-4de1-47d1-800b-64aa7ee8ceb6.jpeg,"[0.0, 0.430078125, 0.003498108183856502, 0.05078125, 0.001569506726457399]",0.430078125,0.0034981081838565,0.05078125,0.0015695067264573,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/ae088c6f-2c7a-466c-9974-33aff8761414_2ef9ddb0-4de1-47d1-800b-64aa7ee8ceb6.pickle
the 'buffalo bills' team name,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/ae088c6f-2c7a-466c-9974-33aff8761414_70a0065a-910b-42bb-9b93-258ad5f51796.jpeg,"[0.0, 0.084765625, 0.17233702956989247, 0.05859375, 0.004752935766836446]",0.084765625,0.1723370295698924,0.05859375,0.0047529357668364,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/ae088c6f-2c7a-466c-9974-33aff8761414_70a0065a-910b-42bb-9b93-258ad5f51796.pickle
the search box,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_bc32c122-2645-4c17-ac85-2f727e0c6010.jpeg,"[0.0, 0.46527099609375, 0.005701254275940707, 0.3710693359375, 0.007221588749524895]",0.46527099609375,0.0057012542759407,0.3710693359375,0.0072215887495248,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_bc32c122-2645-4c17-ac85-2f727e0c6010.pickle
the 'max' text field under price,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_cedfbc59-76e5-415a-9bdc-6dd73228f987.jpeg,"[0.0, 0.09483642578125, 0.09147381670415049, 0.05078125, 0.00316908607646698]",0.09483642578125,0.0914738167041504,0.05078125,0.0031690860764669,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_cedfbc59-76e5-415a-9bdc-6dd73228f987.pickle
the 'go' button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_dd0a6bf1-0763-4aea-903b-ce068bd5abd3.jpeg,"[0.0, 0.14215087890625, 0.09137158812103864, 0.0299560546875, 0.002964628910243304]",0.14215087890625,0.0913715881210386,0.0299560546875,0.0029646289102433,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_dd0a6bf1-0763-4aea-903b-ce068bd5abd3.pickle
the 'active noise cancellation' toggle,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_49d575f3-caef-47c9-8815-9369ad6606f0.jpeg,"[0.0, 0.021875, 0.24457310790558262, 0.0125, 0.0019982515299113274]",0.021875,0.2445731079055826,0.0125,0.0019982515299113,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_49d575f3-caef-47c9-8815-9369ad6606f0.pickle
the title of the first listing,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_f9a1320c-b652-42f7-9732-327865fd7005.jpeg,"[0.0, 0.66715087890625, 0.029723952810180275, 0.4186767578125, 0.00975609756097561]",0.66715087890625,0.0297239528101802,0.4186767578125,0.0097560975609756,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_f9a1320c-b652-42f7-9732-327865fd7005.pickle
the 'add to cart' button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_c904b181-b371-4c23-b745-3ca975b8c6dc.jpeg,"[0.0, 0.7890625, 0.052046449416342414, 0.159375, 0.002256809338521401]",0.7890625,0.0520464494163424,0.159375,0.0022568093385214,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e3143d13-bc33-4b5a-9fd0-6a493cf5997b_c904b181-b371-4c23-b745-3ca975b8c6dc.pickle
the 'search imdb' text field,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e39333ef-a5a5-4117-9af2-3bb243b364f2_cd10493b-bdf3-45df-ac23-03415071ac7e.jpeg,"[0.0, 0.078125, 0.02295393110330037, 0.15625, 0.001453033778148457]",0.078125,0.0229539311033003,0.15625,0.0014530337781484,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e39333ef-a5a5-4117-9af2-3bb243b364f2_cd10493b-bdf3-45df-ac23-03415071ac7e.pickle
the first donnie darko list item in the dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e39333ef-a5a5-4117-9af2-3bb243b364f2_1a61ccb6-59c1-4a69-b260-348fdeaa612a.jpeg,"[0.0, 0.4143310546875, 0.021921149789029537, 0.5284423828125, 0.02040113689639006]",0.4143310546875,0.0219211497890295,0.5284423828125,0.02040113689639,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e39333ef-a5a5-4117-9af2-3bb243b364f2_1a61ccb6-59c1-4a69-b260-348fdeaa612a.pickle
the 'top cast' header,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/e39333ef-a5a5-4117-9af2-3bb243b364f2_b6735564-584e-44d8-b472-3d57b829ef12.jpeg,"[0.0, 0.0754150390625, 0.19240050690250218, 0.094580078125, 0.004314063848144953]",0.0754150390625,0.1924005069025021,0.094580078125,0.0043140638481449,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/e39333ef-a5a5-4117-9af2-3bb243b364f2_b6735564-584e-44d8-b472-3d57b829ef12.pickle
the 'sports' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_f398a823-df91-4387-9808-dbc478319f79.jpeg,"[0.0, 0.29012451171875003, 0.006927498073465194, 0.0422119140625, 0.0010274852298998202]",0.29012451171875,0.0069274980734651,0.0422119140625,0.0010274852298998,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_f398a823-df91-4387-9808-dbc478319f79.pickle
the 'view tickets' button for the 1:05 PM March 30th game,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_e4915f19-4a92-4a7a-8a2e-ab72ba7ab181.jpeg,"[0.0, 0.8109375, 0.45820271491893155, 0.140625, 0.005598973521521055]",0.8109375,0.4582027149189315,0.140625,0.005598973521521,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_e4915f19-4a92-4a7a-8a2e-ab72ba7ab181.pickle
the filters dropdown button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_024b62bc-3d12-4794-a9b1-9af074bcf4a2.jpeg,"[0.0, 0.973486328125, 0.22126736111111112, 0.0153076171875, 0.014814814814814815]",0.973486328125,0.2212673611111111,0.0153076171875,0.0148148148148148,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_024b62bc-3d12-4794-a9b1-9af074bcf4a2.pickle
the '2' option under Quantity,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_e6fa426f-fb48-4453-8549-ba836a801962.jpeg,"[0.0, 0.83203125, 0.3629340277777778, 0.040625, 0.04814814814814815]",0.83203125,0.3629340277777778,0.040625,0.0481481481481481,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_e6fa426f-fb48-4453-8549-ba836a801962.pickle
the 'show prices with estimated fees' toggle,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_59762150-918d-4314-b0d1-0806fd246867.jpeg,"[0.0, 0.95234375, 0.5083043981481482, 0.046875, 0.03333333333333333]",0.95234375,0.5083043981481482,0.046875,0.0333333333333333,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_59762150-918d-4314-b0d1-0806fd246867.pickle
the 'done' button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_851fe65b-062f-4eab-8aff-bbf53cb0349a.jpeg,"[0.0, 0.85078125, 0.760546875, 0.25, 0.04152199074074074]",0.85078125,0.760546875,0.25,0.0415219907407407,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/62a611ff-1ef2-4777-8bb6-494b0ea7bbd8_851fe65b-062f-4eab-8aff-bbf53cb0349a.pickle
the 'newegg careers' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/b674adf9-8950-4d27-b888-b789ccd49479_d6752021-c9f5-4623-97c3-94bb9c7c3731.jpeg,"[0.0, 0.44765625000000003, 0.9811644541556729, 0.0734375, 0.0011213720316622692]",0.44765625,0.9811644541556728,0.0734375,0.0011213720316622,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/b674adf9-8950-4d27-b888-b789ccd49479_d6752021-c9f5-4623-97c3-94bb9c7c3731.pickle
the 'see all job listings' button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/b674adf9-8950-4d27-b888-b789ccd49479_f30abc11-196c-43c7-b545-aa6694449116.jpeg,"[0.0, 0.5, 0.2839690763707572, 0.18203125, 0.015588283289817232]",0.5,0.2839690763707572,0.18203125,0.0155882832898172,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/b674adf9-8950-4d27-b888-b789ccd49479_f30abc11-196c-43c7-b545-aa6694449116.pickle
the 'USA' checkbox under 'country',button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/b674adf9-8950-4d27-b888-b789ccd49479_2c4f32a9-5885-4cb6-bfa3-7ffddb544c00.jpeg,"[0.0, 0.08125, 0.3376831834010447, 0.0140625, 0.01044689495066744]",0.08125,0.3376831834010447,0.0140625,0.0104468949506674,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/b674adf9-8950-4d27-b888-b789ccd49479_2c4f32a9-5885-4cb6-bfa3-7ffddb544c00.pickle
the 'CA' checkbox under 'state/province',button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/b674adf9-8950-4d27-b888-b789ccd49479_60212bf1-8470-4d9d-8d2f-74728b62580e.jpeg,"[0.0, 0.08125, 0.3913401938970121, 0.0140625, 0.01144310235219326]",0.08125,0.3913401938970121,0.0140625,0.0114431023521932,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/b674adf9-8950-4d27-b888-b789ccd49479_60212bf1-8470-4d9d-8d2f-74728b62580e.pickle
the 'see more' button under 'city',button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/b674adf9-8950-4d27-b888-b789ccd49479_bdeed673-d1f2-405b-abc4-8d2f09914c72.jpeg,"[0.0, 0.096875, 0.5926076764144945, 0.0453125, 0.007628734901462174]",0.096875,0.5926076764144945,0.0453125,0.0076287349014621,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/b674adf9-8950-4d27-b888-b789ccd49479_bdeed673-d1f2-405b-abc4-8d2f09914c72.pickle
the 'city of industry' checkbox,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/b674adf9-8950-4d27-b888-b789ccd49479_8d2d9fd0-d17e-4ada-b105-e9cd4acaa8ec.jpeg,"[0.0, 0.6726562500000001, 0.04767959313413859, 0.0140625, 0.01144310235219326]",0.6726562500000001,0.0476795931341385,0.0140625,0.0114431023521932,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/b674adf9-8950-4d27-b888-b789ccd49479_8d2d9fd0-d17e-4ada-b105-e9cd4acaa8ec.pickle
the 'interns' checkbox under 'position type',button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/b674adf9-8950-4d27-b888-b789ccd49479_2b586b17-3cf1-4f01-9798-b597215a5598.jpeg,"[0.0, 0.08125, 0.7980669898283534, 0.0140625, 0.01144310235219326]",0.08125,0.7980669898283534,0.0140625,0.0114431023521932,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/b674adf9-8950-4d27-b888-b789ccd49479_2b586b17-3cf1-4f01-9798-b597215a5598.pickle
the 'newegg early career internship program' header,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/b674adf9-8950-4d27-b888-b789ccd49479_d2bda0ca-a430-430d-b457-ec0ea3e2a5b4.jpeg,"[0.0, 0.44765625, 0.22938474958949095, 0.2921875, 0.016420361247947456]",0.44765625,0.2293847495894909,0.2921875,0.0164203612479474,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/b674adf9-8950-4d27-b888-b789ccd49479_d2bda0ca-a430-430d-b457-ec0ea3e2a5b4.pickle
the star button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/b674adf9-8950-4d27-b888-b789ccd49479_fea4dea5-f38d-48df-8c74-03e30e45d1bf.jpeg,"[0.0, 0.451171875, 0.09505380794701987, 0.03515625, 0.011741169977924945]",0.451171875,0.0950538079470198,0.03515625,0.0117411699779249,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/b674adf9-8950-4d27-b888-b789ccd49479_fea4dea5-f38d-48df-8c74-03e30e45d1bf.pickle
the searchbox textfield,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/4aa42fe7-cbef-48ed-95e9-fc041762ea65_497b9c2a-9669-4a97-a70f-0535642c4139.jpeg,"[0.0, 0.43359375, 0.09949376947040499, 0.5921875, 0.012461059190031152]",0.43359375,0.0994937694704049,0.5921875,0.0124610591900311,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/4aa42fe7-cbef-48ed-95e9-fc041762ea65_497b9c2a-9669-4a97-a70f-0535642c4139.pickle
the first Bradley Airport item in the dropdown,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/4aa42fe7-cbef-48ed-95e9-fc041762ea65_2f5ab599-3de0-4dbd-9a91-09882c52f29c.jpeg,"[0.0, 0.5, 0.10903426791277258, 0.7203125, 0.00778816199376947]",0.5,0.1090342679127725,0.7203125,0.0077881619937694,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/4aa42fe7-cbef-48ed-95e9-fc041762ea65_2f5ab599-3de0-4dbd-9a91-09882c52f29c.pickle
the 'featured' button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/4aa42fe7-cbef-48ed-95e9-fc041762ea65_44442489-48b4-41c7-b73f-0de6a0ced338.jpeg,"[0.0, 0.42343749999999997, 0.10441924129839655, 0.121875, 0.01564333202972233]",0.4234374999999999,0.1044192412983965,0.121875,0.0156433320297223,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/4aa42fe7-cbef-48ed-95e9-fc041762ea65_44442489-48b4-41c7-b73f-0de6a0ced338.pickle
the 'book now' button for the first parking option (Z Airport Parking),button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/4aa42fe7-cbef-48ed-95e9-fc041762ea65_36759421-eafe-4842-b064-b642b7e0bd52.jpeg,"[0.0, 0.41544799804687504, 0.1877872017989832, 0.10035400390625, 0.01564333202972233]",0.415447998046875,0.1877872017989832,0.10035400390625,0.0156433320297223,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/4aa42fe7-cbef-48ed-95e9-fc041762ea65_36759421-eafe-4842-b064-b642b7e0bd52.pickle
the 'Reservations' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/91695df8-f256-47c9-8c37-06e8d0fc758f_73e0e7ed-d784-4b7a-a06c-48324e44ce7b.jpeg,"[0.0, 0.47617187499999997, 0.013426036921601535, 0.11796875, 0.005274514504914889]",0.4761718749999999,0.0134260369216015,0.11796875,0.0052745145049148,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/91695df8-f256-47c9-8c37-06e8d0fc758f_73e0e7ed-d784-4b7a-a06c-48324e44ce7b.pickle
the 'flight status' section,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/1b4859f4-6951-4f6a-8a74-1c9647900eb1_472ad5cd-1a73-4fb1-92ef-ac3778a1c444.jpeg,"[0.0, 0.40090332031250003, 0.012534888357256777, 0.0806640625, 0.011483253588516746]",0.4009033203125,0.0125348883572567,0.0806640625,0.0114832535885167,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/1b4859f4-6951-4f6a-8a74-1c9647900eb1_472ad5cd-1a73-4fb1-92ef-ac3778a1c444.pickle
the search by date input field,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/1b4859f4-6951-4f6a-8a74-1c9647900eb1_e2565efe-d9c6-4acf-a1c8-2f544b5051bd.jpeg,"[0.0, 0.169921875, 0.049709979126525375, 0.20703125, 0.014771997430956968]",0.169921875,0.0497099791265253,0.20703125,0.0147719974309569,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/1b4859f4-6951-4f6a-8a74-1c9647900eb1_e2565efe-d9c6-4acf-a1c8-2f544b5051bd.pickle
the button corresponding to the 25th of march,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/1b4859f4-6951-4f6a-8a74-1c9647900eb1_4a6a5b40-8d7a-47ec-b00b-cd038704455e.jpeg,"[0.0, 0.284130859375, 0.13784521515735387, 0.0203125, 0.008349389852280027]",0.284130859375,0.1378452151573538,0.0203125,0.00834938985228,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/1b4859f4-6951-4f6a-8a74-1c9647900eb1_4a6a5b40-8d7a-47ec-b00b-cd038704455e.pickle
the 'done' button,button,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/1b4859f4-6951-4f6a-8a74-1c9647900eb1_41a31b9a-68c4-45c9-8e51-5e137ae01ba0.jpeg,"[0.0, 0.505859375, 0.16666415783558125, 0.06015625, 0.009759352922286448]",0.505859375,0.1666641578355812,0.06015625,0.0097593529222864,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/1b4859f4-6951-4f6a-8a74-1c9647900eb1_41a31b9a-68c4-45c9-8e51-5e137ae01ba0.pickle
the 'from' textfield,textfield,/media/nvme_data/eclair_agents/Mind2Web/new_dataset/screenshots/1b4859f4-6951-4f6a-8a74-1c9647900eb1_cb5e4252-edc8-4ccb-b97b-b9d1c989db2e.jpeg,"[0.0, 0.687408447265625, 0.049709979126525375, 0.06549072265625, 0.014771997430956968]",0.687408447265625,0.0497099791265253,0.06549072265625,0.0147719974309569,~/eclair-agents/eclair/webpage_segmentation/datasets/bounding-box-labels/Mind2Web/bbs/1b4859f4-6951-4f6a-8a74-1c9647900eb1_cb5e4252-edc8-4ccb-b97b-b9d1c989db2e.pickle
